-0.38,0.71,-0.41,0.45,-0.38,0.71,0.00,25.25
-0.41,0.73,-0.62,0.66,-0.41,0.73,0.00,25.25
-0.44,0.77,-0.65,0.89,-0.44,0.77,0.00,25.25
-0.47,0.82,-0.65,1.06,-0.47,0.82,0.00,25.25
-0.50,0.84,-0.70,0.93,-0.50,0.84,0.00,25.25
-0.53,0.88,-0.72,0.97,-0.53,0.88,0.00,25.25
-0.55,0.89,-0.73,0.87,-0.55,0.89,0.00,25.25
-0.58,0.89,-0.73,0.66,-0.58,0.89,0.00,25.25
-0.58,0.89,-0.54,0.51,-0.58,0.89,0.00,25.25
-0.58,0.88,-0.44,0.41,-0.58,0.88,0.00,25.25
-0.59,0.86,-0.45,0.23,-0.59,0.86,0.00,25.25
-0.59,0.83,-0.43,0.14,-0.59,0.83,0.00,25.25
-0.59,0.81,-0.43,0.20,-0.59,0.81,0.00,25.25
-0.62,0.79,-0.53,0.26,-0.62,0.79,0.00,25.25
-0.62,0.79,-0.54,0.27,-0.62,0.79,0.00,25.25
-0.62,0.79,-0.46,0.41,-0.62,0.79,0.00,25.25
-0.63,0.79,-0.44,0.44,-0.62,0.79,0.00,25.25
-0.61,0.78,-0.33,0.35,-0.61,0.78,0.00,25.25
-0.59,0.75,-0.14,0.19,-0.59,0.75,0.00,25.25
-0.57,0.71,-0.08,0.10,-0.59,0.75,0.00,25.25
-0.57,0.69,-0.12,0.03,-0.57,0.71,0.00,25.25
-0.56,0.68,-0.18,0.06,-0.57,0.69,0.00,25.25
-0.55,0.64,-0.17,-0.00,-0.55,0.64,0.00,25.25
-0.54,0.59,-0.17,-0.25,-0.54,0.59,0.00,25.25
-0.53,0.57,-0.17,-0.31,-0.54,0.59,0.00,25.25
-0.54,0.55,-0.20,-0.10,-0.53,0.57,0.00,25.25
-0.53,0.54,-0.24,-0.06,-0.54,0.55,0.00,25.25
-0.53,0.54,-0.18,0.15,-0.53,0.54,0.00,25.25
-0.49,0.52,-0.04,0.15,-0.49,0.52,0.00,25.25
-0.47,0.52,-0.01,0.11,-0.49,0.52,0.00,25.25
-0.45,0.53,0.05,0.19,-0.47,0.52,0.00,25.25
-0.44,0.54,0.03,0.36,-0.45,0.53,0.00,25.25
-0.41,0.55,0.02,0.42,-0.41,0.55,0.00,25.25
-0.41,0.55,0.13,0.22,-0.41,0.55,0.00,25.25
-0.37,0.50,0.21,0.06,-0.38,0.52,0.00,25.25
-0.36,0.49,0.07,0.10,-0.37,0.50,0.00,25.25
-0.34,0.47,-0.01,0.08,-0.36,0.49,0.00,25.25
-0.33,0.45,-0.01,-0.06,-0.33,0.45,0.00,25.25
-0.33,0.45,-0.08,0.06,-0.33,0.45,0.00,25.25
-0.34,0.47,-0.11,0.15,-0.33,0.45,0.00,25.25
-0.32,0.46,-0.12,0.44,-0.34,0.47,0.00,25.25
-0.31,0.47,-0.07,0.31,-0.32,0.46,0.00,25.25
-0.29,0.49,0.02,0.44,-0.29,0.49,0.00,25.25
-0.29,0.51,0.02,0.54,-0.29,0.51,0.00,25.25
-0.27,0.53,-0.01,0.56,-0.29,0.51,0.00,25.25
-0.26,0.58,-0.00,0.61,-0.27,0.53,0.00,25.25
-0.25,0.60,0.04,0.85,-0.26,0.58,0.00,25.25
-0.22,0.64,0.13,0.80,-0.22,0.64,0.00,25.25
-0.21,0.70,0.14,1.02,-0.21,0.70,0.00,25.25
-0.21,0.72,0.12,1.14,-0.21,0.70,0.00,25.25
-0.20,0.74,-0.03,0.94,-0.21,0.72,0.00,25.25
-0.21,0.78,-0.00,0.81,-0.20,0.74,0.00,25.25
-0.21,0.78,-0.20,0.75,-0.21,0.78,0.00,25.25
