2.15,-1.99,1.32,-0.60,2.15,-1.99,0.00,25.26
2.17,-1.96,1.66,-0.72,2.17,-1.96,0.00,25.26
2.21,-1.91,1.80,-0.67,2.21,-1.91,0.00,25.26
2.24,-1.88,1.81,-0.57,2.24,-1.88,0.00,25.26
2.27,-1.84,1.82,-0.52,2.27,-1.84,0.00,25.26
2.32,-1.74,1.78,-0.62,2.29,-1.80,0.00,25.26
2.33,-1.69,1.89,-0.24,2.32,-1.74,0.00,25.26
2.32,-1.64,1.46,-0.30,2.32,-1.64,0.00,25.26
2.31,-1.59,1.21,-0.24,2.31,-1.59,0.00,25.25
2.30,-1.53,1.16,-0.21,2.31,-1.59,0.00,25.25
2.29,-1.48,1.39,-0.07,2.30,-1.53,0.00,25.26
2.28,-1.40,1.25,-0.03,2.29,-1.48,0.00,25.25
2.27,-1.33,1.24,0.35,2.27,-1.33,0.00,25.25
2.28,-1.26,1.46,0.28,2.28,-1.26,0.00,25.26
2.29,-1.22,1.54,0.25,2.28,-1.26,0.00,25.26
2.30,-1.16,1.64,-0.02,2.29,-1.22,0.00,25.26
2.30,-1.12,1.61,0.01,2.30,-1.16,0.00,25.26
2.30,-1.06,1.45,0.14,2.30,-1.06,0.00,25.26
2.28,-1.02,1.20,0.12,2.28,-1.02,0.00,25.25
2.26,-0.96,1.11,0.10,2.28,-1.02,0.00,25.25
2.23,-0.91,1.17,0.27,2.26,-0.96,0.00,25.25
2.22,-0.87,0.99,0.18,2.23,-0.91,0.00,25.25
2.20,-0.83,1.08,0.11,2.20,-0.83,0.00,25.25
2.18,-0.79,1.09,0.19,2.18,-0.79,0.00,25.25
2.15,-0.77,1.10,0.23,2.18,-0.79,0.00,25.25
2.13,-0.76,0.98,-0.23,2.15,-0.77,0.00,25.25
2.11,-0.75,0.97,-0.24,2.13,-0.76,0.00,25.25
2.08,-0.76,0.88,-0.59,2.08,-0.76,0.00,25.25
2.05,-0.75,0.84,-0.42,2.05,-0.75,0.00,25.25
2.03,-0.73,0.84,-0.33,2.05,-0.75,0.00,25.25
2.00,-0.72,0.84,-0.20,2.03,-0.73,0.00,25.25
1.96,-0.72,0.88,-0.18,2.00,-0.72,0.00,25.25
1.96,-0.72,0.66,-0.45,1.96,-0.72,0.00,25.25
1.92,-0.72,0.54,-0.48,1.92,-0.72,0.00,25.25
1.83,-0.73,0.50,-0.48,1.88,-0.72,0.00,25.25
1.79,-0.73,0.40,-0.55,1.83,-0.73,0.00,25.25
1.75,-0.72,0.45,-0.43,1.79,-0.73,0.00,25.25
1.70,-0.72,0.29,-0.44,1.70,-0.72,0.00,25.25
1.63,-0.73,0.02,-0.57,1.63,-0.73,0.00,25.25
1.54,-0.71,-0.05,-0.61,1.63,-0.73,0.00,25.25
1.47,-0.70,-0.26,-0.02,1.54,-0.71,0.00,25.25
1.39,-0.70,-0.25,-0.26,1.47,-0.70,0.00,25.25
1.30,-0.69,-0.56,-0.30,1.30,-0.69,0.00,25.25
1.21,-0.66,-0.67,-0.10,1.21,-0.66,0.00,25.25
1.11,-0.65,-0.70,-0.04,1.21,-0.66,0.00,25.25
1.01,-0.62,-0.72,-0.12,1.11,-0.65,0.00,25.25
0.89,-0.61,-0.94,-0.06,1.01,-0.62,0.00,25.25
0.78,-0.58,-1.21,-0.06,0.89,-0.61,0.00,25.25
0.66,-0.58,-1.29,-0.00,0.78,-0.58,0.00,25.25
0.54,-0.54,-1.45,-0.22,0.66,-0.58,0.00,25.26
0.41,-0.53,-1.57,0.08,0.54,-0.54,0.00,25.26
0.28,-0.52,-1.75,-0.08,0.41,-0.53,0.00,25.26
0.15,-0.50,-1.99,-0.15,0.15,-0.50,0.00,25.26
0.02,-0.47,-1.96,0.22,0.02,-0.47,0.00,25.26
-0.11,-0.45,-1.93,0.35,0.02,-0.47,0.00,25.26
-0.25,-0.43,-2.11,0.08,-0.11,-0.45,0.00,25.27
-0.39,-0.40,-2.28,-0.00,-0.25,-0.43,0.00,25.27
-0.53,-0.37,-2.47,0.26,-0.53,-0.37,0.00,25.27
-0.65,-0.38,-2.44,-0.15,-0.65,-0.38,0.00,25.27
-0.78,-0.39,-2.44,-0.30,-0.65,-0.38,0.00,25.27
-0.92,-0.37,-2.49,-0.34,-0.78,-0.39,0.00,25.27
-1.05,-0.34,-2.61,-0.07,-0.92,-0.37,0.00,25.27
-1.19,-0.31,-2.85,0.27,-1.19,-0.31,0.00,25.28
-1.30,-0.28,-2.76,0.27,-1.30,-0.28,0.00,25.28
-1.41,-0.29,-2.71,0.25,-1.30,-0.28,0.00,25.28
-1.54,-0.27,-2.63,-0.29,-1.41,-0.29,0.00,25.27
-1.66,-0.24,-2.92,0.04,-1.54,-0.27,0.00,25.28
-1.66,-0.24,-2.87,0.51,-1.66,-0.24,0.00,25.28
-1.87,-0.17,-2.73,0.32,-1.87,-0.17,0.00,25.28
-1.94,-0.14,-2.67,0.22,-1.87,-0.17,0.00,25.27
-2.03,-0.07,-2.54,0.31,-1.94,-0.14,0.00,25.27
-2.12,-0.04,-2.60,1.02,-2.03,-0.07,0.00,25.28
-2.19,0.00,-2.65,0.62,-2.19,0.00,0.00,25.28
-2.25,0.03,-2.38,0.58,-2.25,0.03,0.00,25.27
-2.31,0.07,-2.29,0.57,-2.25,0.03,0.00,25.27
-2.36,0.09,-2.37,0.58,-2.31,0.07,0.00,25.27
-2.39,0.10,-2.34,0.41,-2.36,0.09,0.00,25.27
-2.42,0.09,-2.07,0.02,-2.42,0.09,0.00,25.26
-2.46,0.11,-2.10,0.25,-2.46,0.11,0.00,25.27
-2.50,0.14,-2.12,0.36,-2.46,0.11,0.00,25.27
-2.53,0.17,-2.08,0.48,-2.50,0.14,0.00,25.27
-2.56,0.22,-2.15,0.56,-2.53,0.17,0.00,25.27
-2.58,0.24,-2.00,0.57,-2.58,0.24,0.00,25.26
-2.60,0.27,-1.98,0.56,-2.60,0.27,0.00,25.26
-2.60,0.31,-1.98,0.61,-2.60,0.27,0.00,25.26
-2.59,0.36,-1.73,0.76,-2.60,0.31,0.00,25.26
-2.57,0.39,-1.50,0.86,-2.59,0.36,0.00,25.26
-2.55,0.41,-1.35,0.63,-2.55,0.41,0.00,25.26
-2.53,0.43,-1.29,0.68,-2.53,0.43,0.00,25.26
-2.51,0.46,-1.27,0.72,-2.53,0.43,0.00,25.26
-2.50,0.49,-1.22,0.70,-2.51,0.46,0.00,25.25
-2.48,0.51,-1.37,0.84,-2.50,0.49,0.00,25.26
-2.46,0.51,-1.26,0.40,-2.46,0.51,0.00,25.25
-2.44,0.58,-1.19,1.07,-2.44,0.58,0.00,25.26
-2.40,0.64,-1.17,1.32,-2.44,0.58,0.00,25.26
-2.36,0.72,-0.97,1.45,-2.40,0.64,0.00,25.26
-2.33,0.75,-0.93,1.52,-2.36,0.72,0.00,25.26
-2.29,0.80,-0.90,1.29,-2.29,0.80,0.00,25.26
-2.25,0.84,-0.79,1.19,-2.25,0.84,0.00,25.25
-2.21,0.86,-0.77,1.13,-2.25,0.84,0.00,25.25
-2.16,0.89,-0.72,0.90,-2.21,0.86,0.00,25.25
-2.11,0.94,-0.61,1.05,-2.16,0.89,0.00,25.25
-2.07,1.01,-0.59,1.55,-2.07,1.01,0.00,25.26
-2.04,1.07,-0.77,1.63,-2.04,1.07,0.00,25.26
-2.02,1.11,-0.84,1.63,-2.04,1.07,0.00,25.26
-1.98,1.16,-0.92,1.53,-2.02,1.11,0.00,25.26
-1.93,1.25,-0.66,1.47,-1.98,1.16,0.00,25.26
-1.90,1.32,-0.46,2.04,-1.93,1.25,0.00,25.26
-1.88,1.37,-0.78,1.82,-1.88,1.37,0.00,25.26
-1.86,1.39,-0.79,1.76,-1.88,1.37,0.00,25.26
-1.83,1.39,-0.85,1.31,-1.86,1.39,0.00,25.26
-1.81,1.42,-0.81,0.95,-1.83,1.39,0.00,25.25
-1.81,1.42,-0.86,1.28,-1.81,1.42,0.00,25.26
-1.80,1.46,-1.00,1.28,-1.80,1.46,0.00,25.26
-1.81,1.48,-1.04,1.26,-1.80,1.46,0.00,25.26
-1.81,1.46,-1.19,1.26,-1.81,1.48,0.00,25.26
-1.79,1.44,-1.20,0.79,-1.81,1.46,0.00,25.25
-1.79,1.44,-1.04,0.71,-1.79,1.44,0.00,25.25
-1.80,1.41,-1.27,0.66,-1.80,1.41,0.00,25.26
-1.82,1.37,-1.34,0.63,-1.80,1.41,0.00,25.26
-1.81,1.32,-1.46,0.26,-1.82,1.37,0.00,25.26
-1.78,1.30,-1.03,0.17,-1.81,1.32,0.00,25.25
-1.78,1.30,-1.02,0.30,-1.78,1.30,0.00,25.25
-1.78,1.26,-1.24,0.12,-1.78,1.26,0.00,25.25
-1.80,1.14,-1.29,0.05,-1.80,1.21,0.00,25.25
-1.79,1.13,-1.14,-0.36,-1.80,1.14,0.00,25.25
-1.77,1.10,-1.03,0.27,-1.79,1.13,0.00,25.25
-1.76,1.04,-0.96,-0.07,-1.76,1.04,0.00,25.25
-1.75,1.01,-0.91,0.03,-1.75,1.01,0.00,25.25
-1.73,0.96,-0.88,0.11,-1.75,1.01,0.00,25.25
-1.71,0.90,-0.79,-0.29,-1.73,0.96,0.00,25.25
-1.72,0.82,-0.85,-0.27,-1.71,0.90,0.00,25.25
-1.70,0.76,-0.84,-0.57,-1.70,0.76,0.00,25.25
-1.69,0.77,-0.85,0.29,-1.69,0.77,0.00,25.25
-1.68,0.79,-0.89,0.56,-1.69,0.77,0.00,25.25
-1.65,0.78,-0.93,0.74,-1.68,0.79,0.00,25.25
-1.65,0.78,-0.68,0.51,-1.65,0.78,0.00,25.25
-1.64,0.82,-0.88,0.85,-1.64,0.82,0.00,25.25
-1.63,0.81,-0.89,0.59,-1.63,0.81,0.00,25.25
-1.65,0.80,-0.91,0.44,-1.63,0.81,0.00,25.25
-1.64,0.79,-1.17,0.38,-1.65,0.80,0.00,25.25
-1.64,0.74,-1.05,0.27,-1.64,0.79,0.00,25.25
-1.61,0.78,-0.77,0.68,-1.61,0.78,0.00,25.25
-1.61,0.78,-0.96,0.71,-1.61,0.78,0.00,25.25
-1.61,0.76,-1.04,0.63,-1.61,0.78,0.00,25.25
-1.63,0.76,-1.05,0.16,-1.61,0.76,0.00,25.25
-1.63,0.77,-1.29,0.32,-1.63,0.76,0.00,25.26
-1.62,0.81,-0.92,1.03,-1.62,0.81,0.00,25.26
-1.62,0.82,-0.98,0.83,-1.62,0.82,0.00,25.25
-1.63,0.86,-1.02,0.70,-1.62,0.82,0.00,25.25
-1.62,0.90,-1.13,0.94,-1.63,0.86,0.00,25.26
