1.52,-0.76,0.42,-0.16,1.52,-0.76,0.00,25.25
1.52,-0.76,0.61,-0.23,1.52,-0.76,0.00,25.25
1.52,-0.76,0.70,-0.24,1.52,-0.76,0.00,25.25
1.52,-0.74,0.73,-0.18,1.52,-0.74,0.00,25.25
1.52,-0.71,0.75,-0.17,1.52,-0.72,0.00,25.25
1.52,-0.71,0.76,-0.19,1.52,-0.71,0.00,25.25
1.52,-0.71,0.79,-0.20,1.52,-0.71,0.00,25.25
1.53,-0.69,0.77,-0.23,1.53,-0.69,0.00,25.25
1.52,-0.67,0.74,-0.20,1.52,-0.67,0.00,25.25
1.52,-0.65,0.73,-0.19,1.52,-0.67,0.00,25.25
1.52,-0.62,0.76,-0.12,1.52,-0.65,0.00,25.25
1.51,-0.58,0.74,-0.02,1.52,-0.62,0.00,25.25
1.51,-0.55,0.71,0.09,1.51,-0.55,0.00,25.25
1.51,-0.50,0.68,0.17,1.51,-0.50,0.00,25.25
1.51,-0.48,0.67,0.20,1.51,-0.50,0.00,25.25
1.49,-0.45,0.70,0.21,1.51,-0.48,0.00,25.25
1.49,-0.41,0.68,0.16,1.49,-0.45,0.00,25.25
1.48,-0.39,0.65,0.19,1.48,-0.39,0.00,25.25
1.47,-0.35,0.61,0.16,1.47,-0.35,0.00,25.25
1.45,-0.36,0.59,0.19,1.47,-0.35,0.00,25.25
1.44,-0.35,0.58,0.06,1.45,-0.36,0.00,25.25
1.43,-0.31,0.58,0.03,1.44,-0.35,0.00,25.25
1.43,-0.28,0.57,0.17,1.43,-0.28,0.00,25.25
1.41,-0.23,0.55,0.29,1.41,-0.23,0.00,25.25
1.38,-0.20,0.54,0.33,1.41,-0.23,0.00,25.25
1.35,-0.18,0.48,0.34,1.38,-0.20,0.00,25.25
1.34,-0.14,0.44,0.30,1.35,-0.18,0.00,25.25
1.33,-0.10,0.44,0.38,1.33,-0.10,0.00,25.25
1.28,-0.05,0.38,0.45,1.28,-0.05,0.00,25.25
1.26,-0.04,0.33,0.47,1.28,-0.05,0.00,25.25
1.23,-0.03,0.29,0.39,1.26,-0.04,0.00,25.25
1.22,-0.01,0.30,0.28,1.23,-0.03,0.00,25.25
